日付,情報源コード,交差点番号,流入リンク数,流出リンク数,流入リンク＃１定義_２次メッシュコード,流入リンク＃１定義_リンク区分,流入リンク＃１定義_リンク番号,流入リンク＃２定義_２次メッシュコード,流入リンク＃２定義_リンク区分,流入リンク＃２定義_リンク番号,流入リンク＃３定義_２次メッシュコード,流入リンク＃３定義_リンク区分,流入リンク＃３定義_リンク番号,流入リンク＃４定義_２次メッシュコード,流入リンク＃４定義_リンク区分,流入リンク＃４定義_リンク番号,流入リンク＃５定義_２次メッシュコード,流入リンク＃５定義_リンク区分,流入リンク＃５定義_リンク番号,流入リンク＃６定義_２次メッシュコード,流入リンク＃６定義_リンク区分,流入リンク＃６定義_リンク番号,流入リンク＃７定義_２次メッシュコード,流入リンク＃７定義_リンク区分,流入リンク＃７定義_リンク番号,流入リンク＃８定義_２次メッシュコード,流入リンク＃８定義_リンク区分,流入リンク＃８定義_リンク番号,流出リンク＃１定義_２次メッシュコード,流出リンク＃１定義_リンク区分,流出リンク＃１定義_リンク番号,流出リンク＃２定義_２次メッシュコード,流出リンク＃２定義_リンク区分,流出リンク＃２定義_リンク番号,流出リンク＃３定義_２次メッシュコード,流出リンク＃３定義_リンク区分,流出リンク＃３定義_リンク番号,流出リンク＃４定義_２次メッシュコード,流出リンク＃４定義_リンク区分,流出リンク＃４定義_リンク番号,流出リンク＃５定義_２次メッシュコード,流出リンク＃５定義_リンク区分,流出リンク＃５定義_リンク番号,流出リンク＃６定義_２次メッシュコード,流出リンク＃６定義_リンク区分,流出リンク＃６定義_リンク番号,流出リンク＃７定義_２次メッシュコード,流出リンク＃７定義_リンク区分,流出リンク＃７定義_リンク番号,流出リンク＃８定義_２次メッシュコード,流出リンク＃８定義_リンク区分,流出リンク＃８定義_リンク番号,スプリット＃１通行権_流入リンク＃１,スプリット＃１通行権_流入リンク＃２,スプリット＃１通行権_流入リンク＃３,スプリット＃１通行権_流入リンク＃４,スプリット＃１通行権_流入リンク＃５,スプリット＃１通行権_流入リンク＃６,スプリット＃１通行権_流入リンク＃７,スプリット＃１通行権_流入リンク＃８,スプリット＃１通行権_流出リンク＃１,スプリット＃１通行権_流出リンク＃２,スプリット＃１通行権_流出リンク＃３,スプリット＃１通行権_流出リンク＃４,スプリット＃１通行権_流出リンク＃５,スプリット＃１通行権_流出リンク＃６,スプリット＃１通行権_流出リンク＃７,スプリット＃１通行権_流出リンク＃８,スプリット＃２通行権_流入リンク＃１,スプリット＃２通行権_流入リンク＃２,スプリット＃２通行権_流入リンク＃３,スプリット＃２通行権_流入リンク＃４,スプリット＃２通行権_流入リンク＃５,スプリット＃２通行権_流入リンク＃６,スプリット＃２通行権_流入リンク＃７,スプリット＃２通行権_流入リンク＃８,スプリット＃２通行権_流出リンク＃１,スプリット＃２通行権_流出リンク＃２,スプリット＃２通行権_流出リンク＃３,スプリット＃２通行権_流出リンク＃４,スプリット＃２通行権_流出リンク＃５,スプリット＃２通行権_流出リンク＃６,スプリット＃２通行権_流出リンク＃７,スプリット＃２通行権_流出リンク＃８,スプリット＃３通行権_流入リンク＃１,スプリット＃３通行権_流入リンク＃２,スプリット＃３通行権_流入リンク＃３,スプリット＃３通行権_流入リンク＃４,スプリット＃３通行権_流入リンク＃５,スプリット＃３通行権_流入リンク＃６,スプリット＃３通行権_流入リンク＃７,スプリット＃３通行権_流入リンク＃８,スプリット＃３通行権_流出リンク＃１,スプリット＃３通行権_流出リンク＃２,スプリット＃３通行権_流出リンク＃３,スプリット＃３通行権_流出リンク＃４,スプリット＃３通行権_流出リンク＃５,スプリット＃３通行権_流出リンク＃６,スプリット＃３通行権_流出リンク＃７,スプリット＃３通行権_流出リンク＃８,スプリット＃４通行権_流入リンク＃１,スプリット＃４通行権_流入リンク＃２,スプリット＃４通行権_流入リンク＃３,スプリット＃４通行権_流入リンク＃４,スプリット＃４通行権_流入リンク＃５,スプリット＃４通行権_流入リンク＃６,スプリット＃４通行権_流入リンク＃７,スプリット＃４通行権_流入リンク＃８,スプリット＃４通行権_流出リンク＃１,スプリット＃４通行権_流出リンク＃２,スプリット＃４通行権_流出リンク＃３,スプリット＃４通行権_流出リンク＃４,スプリット＃４通行権_流出リンク＃５,スプリット＃４通行権_流出リンク＃６,スプリット＃４通行権_流出リンク＃７,スプリット＃４通行権_流出リンク＃８,スプリット＃５通行権_流入リンク＃１,スプリット＃５通行権_流入リンク＃２,スプリット＃５通行権_流入リンク＃３,スプリット＃５通行権_流入リンク＃４,スプリット＃５通行権_流入リンク＃５,スプリット＃５通行権_流入リンク＃６,スプリット＃５通行権_流入リンク＃７,スプリット＃５通行権_流入リンク＃８,スプリット＃５通行権_流出リンク＃１,スプリット＃５通行権_流出リンク＃２,スプリット＃５通行権_流出リンク＃３,スプリット＃５通行権_流出リンク＃４,スプリット＃５通行権_流出リンク＃５,スプリット＃５通行権_流出リンク＃６,スプリット＃５通行権_流出リンク＃７,スプリット＃５通行権_流出リンク＃８,スプリット＃６通行権_流入リンク＃１,スプリット＃６通行権_流入リンク＃２,スプリット＃６通行権_流入リンク＃３,スプリット＃６通行権_流入リンク＃４,スプリット＃６通行権_流入リンク＃５,スプリット＃６通行権_流入リンク＃６,スプリット＃６通行権_流入リンク＃７,スプリット＃６通行権_流入リンク＃８,スプリット＃６通行権_流出リンク＃１,スプリット＃６通行権_流出リンク＃２,スプリット＃６通行権_流出リンク＃３,スプリット＃６通行権_流出リンク＃４,スプリット＃６通行権_流出リンク＃５,スプリット＃６通行権_流出リンク＃６,スプリット＃６通行権_流出リンク＃７,スプリット＃６通行権_流出リンク＃８,リンクバージョン
2026/04/01,3009,11,2,2,594041,2,263,594041,2,259,,,,,,,,,,,,,,,,,,,594041,2,264,594041,2,260,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202500
2026/04/01,3009,12,3,3,594041,2,4,594041,2,261,594041,2,115,,,,,,,,,,,,,,,,594041,2,262,594041,2,3,594041,2,114,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202500
2026/04/01,3009,13,2,2,594040,2,704,594040,2,703,,,,,,,,,,,,,,,,,,,594040,2,704,594040,2,703,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202500
2026/04/01,3009,14,2,2,594040,2,704,594040,2,703,,,,,,,,,,,,,,,,,,,594040,2,704,594040,2,703,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202500
2026/04/01,3009,15,2,4,594040,2,485,594040,2,703,,,,,,,,,,,,,,,,,,,594040,2,704,594040,2,488,594040,2,490,594040,2,489,,,,,,,,,,,,,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202500
2026/04/01,3009,16,3,3,594040,2,50,594040,2,488,594040,2,183,,,,,,,,,,,,,,,,594040,2,485,594040,2,53,594040,2,184,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202500
2026/04/01,3009,17,4,4,594040,2,49,594040,2,669,594040,2,53,594040,2,230,,,,,,,,,,,,,594040,2,50,594040,2,231,594040,2,54,594040,2,691,,,,,,,,,,,,,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202500
2026/04/01,3009,19,4,4,594040,2,427,594040,2,1,594040,2,429,594040,2,135,,,,,,,,,,,,,594040,2,424,594040,2,12,594040,2,138,594040,2,422,,,,,,,,,,,,,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202500
2026/04/01,3009,20,4,4,594040,2,473,594040,2,424,594040,2,420,594040,2,431,,,,,,,,,,,,,594040,2,427,594040,2,472,594040,2,430,594040,2,421,,,,,,,,,,,,,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202500
2026/04/01,3009,21,2,2,594040,2,698,594040,2,695,,,,,,,,,,,,,,,,,,,594040,2,698,594040,2,695,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202500
2026/04/01,3009,22,4,4,594040,2,697,594040,2,695,594040,2,416,594040,2,433,,,,,,,,,,,,,594040,2,698,594040,2,696,594040,2,434,594040,2,438,,,,,,,,,,,,,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202500
2026/04/01,3009,23,2,2,594040,2,697,594040,2,696,,,,,,,,,,,,,,,,,,,594040,2,697,594040,2,696,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202500
2026/04/01,3009,24,2,2,594040,2,697,594040,2,696,,,,,,,,,,,,,,,,,,,594040,2,697,594040,2,696,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202500
2026/04/01,3009,25,2,2,594040,2,626,594040,2,624,,,,,,,,,,,,,,,,,,,594040,2,627,594040,2,625,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202500
2026/04/01,3009,26,4,4,594040,2,387,594040,2,625,594040,2,415,594040,2,177,,,,,,,,,,,,,594040,2,626,594040,2,386,594040,2,178,594040,2,414,,,,,,,,,,,,,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202500
2026/04/01,3009,27,4,4,594040,2,380,594040,2,386,594040,2,179,594040,2,480,,,,,,,,,,,,,594040,2,387,594040,2,379,594040,2,477,594040,2,180,,,,,,,,,,,,,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202500
2026/04/01,3009,28,3,3,594040,2,7,594040,2,373,594040,2,232,,,,,,,,,,,,,,,,594040,2,374,594040,2,6,594040,2,229,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202500
2026/04/01,3009,29,4,4,594040,2,548,594040,2,54,594040,2,248,594040,2,6,,,,,,,,,,,,,594040,2,49,594040,2,549,594040,2,7,594040,2,239,,,,,,,,,,,,,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202500
2026/04/01,3009,30,2,2,594040,2,547,594040,2,549,,,,,,,,,,,,,,,,,,,594040,2,548,594040,2,550,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202500
